Folder_Path,Label
train_word_level/8/951.jpg,8
train_word_level/X/445.jpg,X
train_word_level/9/605.jpg,9
train_word_level/O/1053.jpg,O
train_word_level/K/229.jpg,K
train_word_level/V/705.jpg,V
train_word_level/1/440.jpg,1
train_word_level/R/1063.jpg,R
train_word_level/E/850.jpg,E
train_word_level/5/177.jpg,5
train_word_level/Y/201.jpg,Y
train_word_level/7/1054.jpg,7
train_word_level/U/594.jpg,U
train_word_level/5/673.jpg,5
train_word_level/G/905.jpg,G
train_word_level/B/269.jpg,B
train_word_level/A/1178.jpg,A
train_word_level/H/776.jpg,H
train_word_level/Y/60.jpg,Y
train_word_level/J/758.jpg,J
train_word_level/F/902.jpg,F
train_word_level/T/798.jpg,T
train_word_level/L/498.jpg,L
train_word_level/9/1045.jpg,9
train_word_level/Z/923.jpg,Z
train_word_level/J/64.jpg,J
train_word_level/U/695.jpg,U
train_word_level/P/778.jpg,P
train_word_level/E/424.jpg,E
train_word_level/L/985.jpg,L
train_word_level/U/610.jpg,U
train_word_level/T/996.jpg,T
train_word_level/I/84.jpg,I
train_word_level/L/1145.jpg,L
train_word_level/T/603.jpg,T
train_word_level/A/1187.jpg,A
train_word_level/D/223.jpg,D
train_word_level/S/103.jpg,S
train_word_level/U/174.jpg,U
train_word_level/I/556.jpg,I
train_word_level/U/945.jpg,U
train_word_level/G/1148.jpg,G
train_word_level/9/192.jpg,9
train_word_level/8/233.jpg,8
train_word_level/S/568.jpg,S
train_word_level/V/484.jpg,V
train_word_level/B/1191.jpg,B
train_word_level/L/189.jpg,L
train_word_level/3/849.jpg,3
train_word_level/O/253.jpg,O
train_word_level/Z/791.jpg,Z
train_word_level/D/629.jpg,D
train_word_level/2/105.jpg,2
train_word_level/W/712.jpg,W
train_word_level/I/1137.jpg,I
train_word_level/1/839.jpg,1
train_word_level/2/1098.jpg,2
train_word_level/Y/29.jpg,Y
train_word_level/O/5.jpg,O
train_word_level/C/662.jpg,C
train_word_level/K/1028.jpg,K
train_word_level/Y/847.jpg,Y
train_word_level/6/229.jpg,6
train_word_level/L/204.jpg,L
train_word_level/H/414.jpg,H
train_word_level/H/33.jpg,H
train_word_level/C/1134.jpg,C
train_word_level/3/1164.jpg,3
train_word_level/A/351.jpg,A
train_word_level/M/954.jpg,M
train_word_level/L/269.jpg,L
train_word_level/1/637.jpg,1
train_word_level/A/350.jpg,A
train_word_level/P/991.jpg,P
train_word_level/W/404.jpg,W
train_word_level/1/1193.jpg,1
train_word_level/5/1057.jpg,5
train_word_level/B/439.jpg,B
train_word_level/E/864.jpg,E
train_word_level/Q/1001.jpg,Q
train_word_level/T/1002.jpg,T
train_word_level/I/952.jpg,I
train_word_level/6/804.jpg,6
train_word_level/Z/82.jpg,Z
train_word_level/D/182.jpg,D
train_word_level/9/751.jpg,9
train_word_level/P/1056.jpg,P
train_word_level/A/702.jpg,A
train_word_level/2/123.jpg,2
train_word_level/G/13.jpg,G
train_word_level/M/534.jpg,M
train_word_level/1/1037.jpg,1
train_word_level/E/397.jpg,E
train_word_level/J/536.jpg,J
train_word_level/4/791.jpg,4
train_word_level/S/673.jpg,S
train_word_level/7/561.jpg,7
train_word_level/A/717.jpg,A
train_word_level/A/446.jpg,A
train_word_level/S/719.jpg,S
train_word_level/BRING/BRING-4.jpg,BRING
train_word_level/J/1069.jpg,J
train_word_level/J/631.jpg,J
train_word_level/F/931.jpg,F
train_word_level/S/430.jpg,S
train_word_level/F/1024.jpg,F
train_word_level/U/42.jpg,U
train_word_level/3/1140.jpg,3
train_word_level/Z/210.jpg,Z
train_word_level/3/814.jpg,3
train_word_level/P/648.jpg,P
train_word_level/7/866.jpg,7
train_word_level/M/926.jpg,M
train_word_level/6/431.jpg,6
train_word_level/R/938.jpg,R
train_word_level/YOU/YOU-4.jpg,YOU
train_word_level/J/1180.jpg,J
train_word_level/A/937.jpg,A
train_word_level/V/38.jpg,V
train_word_level/D/937.jpg,D
train_word_level/V/658.jpg,V
train_word_level/D/268.jpg,D
train_word_level/A/601.jpg,A
train_word_level/H/1172.jpg,H
train_word_level/H/291.jpg,H
train_word_level/K/84.jpg,K
train_word_level/U/231.jpg,U
train_word_level/1/0.jpg,1
train_word_level/3/140.jpg,3
train_word_level/2/1099.jpg,2
train_word_level/Z/240.jpg,Z
train_word_level/M/12.jpg,M
train_word_level/4/1046.jpg,4
train_word_level/C/193 copy.jpg,C
train_word_level/1/184.jpg,1
train_word_level/1/969.jpg,1
train_word_level/3/48.jpg,3
train_word_level/I/515.jpg,I
train_word_level/G/706.jpg,G
train_word_level/C/312.jpg,C
train_word_level/6/143.jpg,6
train_word_level/H/572.jpg,H
train_word_level/O/259.jpg,O
train_word_level/C/343.jpg,C
train_word_level/7/1006.jpg,7
train_word_level/9/2.jpg,9
train_word_level/V/1050.jpg,V
train_word_level/U/278.jpg,U
train_word_level/I/279.jpg,I
train_word_level/U/805.jpg,U
train_word_level/G/189.jpg,G
train_word_level/Y/1168.jpg,Y
train_word_level/M/282.jpg,M
train_word_level/P/926.jpg,P
train_word_level/D/400.jpg,D
train_word_level/C/669.jpg,C
train_word_level/9/450.jpg,9
train_word_level/A/868.jpg,A
train_word_level/7/586.jpg,7
train_word_level/J/681.jpg,J
train_word_level/X/136.jpg,X
train_word_level/9/432.jpg,9
train_word_level/O/188 copy.jpg,O
train_word_level/H/1120.jpg,H
train_word_level/J/449.jpg,J
train_word_level/TURN ON/TURN ON (5).jpg,TURN ON
train_word_level/G/697.jpg,G
train_word_level/S/1105.jpg,S
train_word_level/R/1197.jpg,R
train_word_level/5/135.jpg,5
train_word_level/G/558.jpg,G
train_word_level/2/273.jpg,2
train_word_level/P/9.jpg,P
train_word_level/D/1166.jpg,D
train_word_level/9/361.jpg,9
train_word_level/9/507.jpg,9
train_word_level/V/174.jpg,V
train_word_level/I/1109.jpg,I
train_word_level/O/695.jpg,O
train_word_level/G/300.jpg,G
train_word_level/D/1154.jpg,D
train_word_level/F/900.jpg,F
train_word_level/9/841.jpg,9
train_word_level/Y/3.jpg,Y
train_word_level/7/1001.jpg,7
train_word_level/Y/354.jpg,Y
train_word_level/U/101.jpg,U
train_word_level/O/632.jpg,O
train_word_level/S/926.jpg,S
train_word_level/6/781.jpg,6
train_word_level/T/420.jpg,T
train_word_level/7/1071.jpg,7
train_word_level/D/1129.jpg,D
train_word_level/O/749.jpg,O
train_word_level/M/368.jpg,M
train_word_level/P/465.jpg,P
train_word_level/3/476.jpg,3
train_word_level/7/1178.jpg,7
train_word_level/G/728.jpg,G
train_word_level/U/534.jpg,U
train_word_level/H/702.jpg,H
train_word_level/Z/47.jpg,Z
train_word_level/C/810.jpg,C
train_word_level/O/1013.jpg,O
train_word_level/3/327.jpg,3
train_word_level/M/751.jpg,M
train_word_level/A/652.jpg,A
train_word_level/6/971.jpg,6
train_word_level/U/1072.jpg,U
train_word_level/W/27.jpg,W
train_word_level/8/415.jpg,8
train_word_level/D/391.jpg,D
train_word_level/P/166.jpg,P
train_word_level/R/765.jpg,R
train_word_level/6/713.jpg,6
train_word_level/C/251.jpg,C
train_word_level/C/121 copy.jpg,C
train_word_level/E/697.jpg,E
train_word_level/I/858.jpg,I
train_word_level/L/418.jpg,L
train_word_level/F/1097.jpg,F
train_word_level/G/109.jpg,G
train_word_level/U/359.jpg,U
train_word_level/4/1197.jpg,4
train_word_level/F/708.jpg,F
train_word_level/U/656.jpg,U
train_word_level/S/972.jpg,S
train_word_level/H/537.jpg,H
train_word_level/D/81.jpg,D
train_word_level/TAKE CARE/TAKE CARE (1).jpg,TAKE CARE
train_word_level/M/707.jpg,M
train_word_level/5/1163.jpg,5
train_word_level/Q/1023.jpg,Q
train_word_level/D/132.jpg,D
train_word_level/2/1005.jpg,2
train_word_level/2/800.jpg,2
train_word_level/D/933.jpg,D
train_word_level/G/112.jpg,G
train_word_level/B/418.jpg,B
train_word_level/Z/964.jpg,Z
train_word_level/5/922.jpg,5
train_word_level/D/191.jpg,D
train_word_level/J/1165.jpg,J
train_word_level/H/898.jpg,H
train_word_level/P/266.jpg,P
train_word_level/Z/1134.jpg,Z
train_word_level/W/195.jpg,W
train_word_level/R/8.jpg,R
train_word_level/2/962.jpg,2
train_word_level/SLOWER/SLOWER-4.jpg,SLOWER
train_word_level/Z/225.jpg,Z
train_word_level/F/648.jpg,F
train_word_level/N/385.jpg,N
train_word_level/K/265.jpg,K
train_word_level/I/91.jpg,I
train_word_level/N/655.jpg,N
train_word_level/HOW/HOW (3).jpg,HOW
train_word_level/K/25.jpg,K
train_word_level/V/912.jpg,V
train_word_level/9/425.jpg,9
train_word_level/D/1023.jpg,D
train_word_level/Y/1086.jpg,Y
train_word_level/7/244.jpg,7
train_word_level/U/380.jpg,U
train_word_level/E/624.jpg,E
train_word_level/W/644.jpg,W
train_word_level/J/1166.jpg,J
train_word_level/6/429.jpg,6
train_word_level/SURE/SURE (3).jpg,SURE
train_word_level/X/89.jpg,X
train_word_level/O/860.jpg,O
train_word_level/U/666.jpg,U
train_word_level/7/492.jpg,7
train_word_level/5/1032.jpg,5
train_word_level/P/1050.jpg,P
train_word_level/9/1009.jpg,9
train_word_level/Y/287.jpg,Y
train_word_level/5/845.jpg,5
train_word_level/1/547.jpg,1
train_word_level/R/711.jpg,R
train_word_level/Y/304.jpg,Y
train_word_level/V/679.jpg,V
train_word_level/I/887.jpg,I
train_word_level/D/718.jpg,D
train_word_level/H/627.jpg,H
train_word_level/1/98.jpg,1
train_word_level/K/810.jpg,K
train_word_level/W/773.jpg,W
train_word_level/S/428.jpg,S
train_word_level/S/257.jpg,S
train_word_level/U/858.jpg,U
train_word_level/8/142.jpg,8
train_word_level/L/63.jpg,L
train_word_level/S/701.jpg,S
train_word_level/L/560.jpg,L
train_word_level/Z/1169.jpg,Z
train_word_level/S/1189.jpg,S
train_word_level/O/215 copy.jpg,O
train_word_level/S/810.jpg,S
train_word_level/L/829.jpg,L
train_word_level/X/320.jpg,X
train_word_level/2/87.jpg,2
train_word_level/3/430.jpg,3
train_word_level/S/306.jpg,S
train_word_level/3/1033.jpg,3
train_word_level/6/461.jpg,6
train_word_level/2/91.jpg,2
train_word_level/K/207.jpg,K
train_word_level/P/928.jpg,P
train_word_level/J/1093.jpg,J
train_word_level/P/120.jpg,P
train_word_level/CONGRATULATIONS/CONGRATULATIONS (1).jpg,CONGRATULATIONS
train_word_level/S/880.jpg,S
train_word_level/8/223.jpg,8
train_word_level/X/620.jpg,X
train_word_level/V/338.jpg,V
train_word_level/E/1194.jpg,E
train_word_level/Q/23.jpg,Q
train_word_level/S/301.jpg,S
train_word_level/6/279.jpg,6
train_word_level/N/438.jpg,N
train_word_level/I_ME_MINE_MY/I-11.jpg,I_ME_MINE_MY
train_word_level/CRYING/CRYING (13).jpg,CRYING
train_word_level/6/812.jpg,6
train_word_level/C/95.jpg,C
train_word_level/6/478.jpg,6
train_word_level/5/349.jpg,5
train_word_level/7/509.jpg,7
train_word_level/7/1153.jpg,7
train_word_level/H/888.jpg,H
train_word_level/P/0.jpg,P
train_word_level/G/749.jpg,G
train_word_level/K/779.jpg,K
train_word_level/D/1184.jpg,D
train_word_level/D/29.jpg,D
train_word_level/L/101.jpg,L
train_word_level/F/1107.jpg,F
train_word_level/Y/334.jpg,Y
train_word_level/A/745.jpg,A
train_word_level/I/751.jpg,I
train_word_level/N/855.jpg,N
train_word_level/Y/1178.jpg,Y
train_word_level/D/846.jpg,D
train_word_level/E/1027.jpg,E
train_word_level/T/913.jpg,T
train_word_level/G/591.jpg,G
train_word_level/T/653.jpg,T
train_word_level/O/525.jpg,O
train_word_level/4/838.jpg,4
train_word_level/3/1151.jpg,3
train_word_level/Q/132.jpg,Q
train_word_level/1/814.jpg,1
train_word_level/L/1173.jpg,L
train_word_level/6/708.jpg,6
train_word_level/U/148.jpg,U
train_word_level/V/947.jpg,V
train_word_level/R/911.jpg,R
train_word_level/8/654.jpg,8
train_word_level/5/64.jpg,5
train_word_level/Q/974.jpg,Q
train_word_level/5/434.jpg,5
train_word_level/6/123.jpg,6
train_word_level/Y/447.jpg,Y
train_word_level/J/750.jpg,J
train_word_level/E/893.jpg,E
train_word_level/I/592.jpg,I
train_word_level/2/858.jpg,2
train_word_level/E/14.jpg,E
train_word_level/I/759.jpg,I
train_word_level/Q/742.jpg,Q
train_word_level/F/490.jpg,F
train_word_level/2/855.jpg,2
train_word_level/I/23.jpg,I
train_word_level/O/297.jpg,O
train_word_level/A/731.jpg,A
train_word_level/I/132.jpg,I
train_word_level/8/665.jpg,8
train_word_level/P/558.jpg,P
train_word_level/S/603.jpg,S
train_word_level/3/218.jpg,3
train_word_level/D/639.jpg,D
train_word_level/K/1104.jpg,K
train_word_level/O/170 copy.jpg,O
train_word_level/K/1068.jpg,K
train_word_level/U/977.jpg,U
train_word_level/OLD_AGE/OLD (6).jpg,OLD_AGE
train_word_level/1/369.jpg,1
train_word_level/4/1125.jpg,4
train_word_level/5/450.jpg,5
train_word_level/L/44.jpg,L
train_word_level/3/500.jpg,3
train_word_level/J/1.jpg,J
train_word_level/S/1010.jpg,S
train_word_level/N/740.jpg,N
train_word_level/S/1106.jpg,S
train_word_level/D/1163.jpg,D
train_word_level/7/646.jpg,7
train_word_level/O/734.jpg,O
train_word_level/3/897.jpg,3
train_word_level/5/550.jpg,5
train_word_level/O/668.jpg,O
train_word_level/V/614.jpg,V
train_word_level/9/317.jpg,9
train_word_level/9/1177.jpg,9
train_word_level/G/374.jpg,G
train_word_level/4/974.jpg,4
train_word_level/G/926.jpg,G
train_word_level/I/850.jpg,I
train_word_level/6/234.jpg,6
train_word_level/2/178.jpg,2
train_word_level/8/1075.jpg,8
train_word_level/D/229.jpg,D
train_word_level/I/130 copy.jpg,I
train_word_level/I/141.jpg,I
train_word_level/X/1147.jpg,X
train_word_level/J/625.jpg,J
train_word_level/7/1028.jpg,7
train_word_level/R/984.jpg,R
train_word_level/I/308.jpg,I
train_word_level/C/389.jpg,C
train_word_level/3/56.jpg,3
train_word_level/F/555.jpg,F
train_word_level/X/1045.jpg,X
train_word_level/W/1038.jpg,W
train_word_level/U/1028.jpg,U
train_word_level/YOU/YOUR (3).jpg,YOU
train_word_level/8/401.jpg,8
train_word_level/H/34.jpg,H
train_word_level/7/1146.jpg,7
train_word_level/B/220.jpg,B
train_word_level/5/255.jpg,5
train_word_level/2/415.jpg,2
train_word_level/L/290.jpg,L
train_word_level/N/138.jpg,N
train_word_level/N/332.jpg,N
train_word_level/P/391.jpg,P
train_word_level/1/619.jpg,1
train_word_level/Y/661.jpg,Y
train_word_level/6/311.jpg,6
train_word_level/5/183.jpg,5
train_word_level/Q/894.jpg,Q
train_word_level/1/1139.jpg,1
train_word_level/W/835.jpg,W
train_word_level/W/387.jpg,W
train_word_level/O/684.jpg,O
train_word_level/U/647.jpg,U
train_word_level/K/1113.jpg,K
train_word_level/1/834.jpg,1
train_word_level/V/659.jpg,V
train_word_level/K/867.jpg,K
train_word_level/Q/37.jpg,Q
train_word_level/R/532.jpg,R
train_word_level/2/444.jpg,2
train_word_level/X/784.jpg,X
train_word_level/M/273.jpg,M
train_word_level/L/842.jpg,L
train_word_level/I/248.jpg,I
train_word_level/K/231.jpg,K
train_word_level/W/816.jpg,W
train_word_level/A/850.jpg,A
train_word_level/6/323.jpg,6
train_word_level/N/242.jpg,N
train_word_level/A/174.jpg,A
train_word_level/O/088.jpg,O
train_word_level/N/743.jpg,N
train_word_level/J/699.jpg,J
train_word_level/D/1134.jpg,D
train_word_level/7/933.jpg,7
train_word_level/T/742.jpg,T
train_word_level/R/541.jpg,R
train_word_level/3/666.jpg,3
train_word_level/Q/649.jpg,Q
train_word_level/C/1112.jpg,C
train_word_level/8/1029.jpg,8
train_word_level/7/1113.jpg,7
train_word_level/J/407.jpg,J
train_word_level/L/751.jpg,L
train_word_level/B/713.jpg,B
train_word_level/3/416.jpg,3
train_word_level/V/1073.jpg,V
train_word_level/G/104.jpg,G
train_word_level/J/492.jpg,J
train_word_level/G/951.jpg,G
train_word_level/F/306.jpg,F
train_word_level/4/332.jpg,4
train_word_level/9/706.jpg,9
train_word_level/P/1142.jpg,P
train_word_level/8/296.jpg,8
train_word_level/9/351.jpg,9
train_word_level/U/646.jpg,U
train_word_level/N/585.jpg,N
train_word_level/2/781.jpg,2
train_word_level/4/66.jpg,4
train_word_level/G/408.jpg,G
train_word_level/B/853.jpg,B
train_word_level/D/863.jpg,D
train_word_level/7/81.jpg,7
train_word_level/4/941.jpg,4
train_word_level/O/802.jpg,O
train_word_level/C/147.jpg,C
train_word_level/P/841.jpg,P
train_word_level/P/629.jpg,P
train_word_level/T/879.jpg,T
train_word_level/G/51.jpg,G
train_word_level/S/1042.jpg,S
train_word_level/K/1069.jpg,K
train_word_level/6/1169.jpg,6
train_word_level/M/473.jpg,M
train_word_level/HAPPY/HAPPY (5).jpg,HAPPY
train_word_level/6/1102.jpg,6
train_word_level/S/1082.jpg,S
train_word_level/7/421.jpg,7
train_word_level/M/205.jpg,M
train_word_level/9/627.jpg,9
train_word_level/N/1059.jpg,N
train_word_level/A/479.jpg,A
train_word_level/V/830.jpg,V
train_word_level/I/119 copy.jpg,I
train_word_level/H/30.jpg,H
train_word_level/C/1179.jpg,C
train_word_level/9/386.jpg,9
train_word_level/W/178.jpg,W
train_word_level/Z/247.jpg,Z
train_word_level/P/1199.jpg,P
train_word_level/7/556.jpg,7
train_word_level/W/664.jpg,W
train_word_level/H/1134.jpg,H
train_word_level/R/818.jpg,R
train_word_level/T/1042.jpg,T
train_word_level/G/553.jpg,G
train_word_level/9/1110.jpg,9
train_word_level/2/983.jpg,2
train_word_level/Z/436.jpg,Z
train_word_level/R/71.jpg,R
train_word_level/H/1002.jpg,H
train_word_level/S/914.jpg,S
train_word_level/2/124.jpg,2
train_word_level/P/446.jpg,P
train_word_level/J/124.jpg,J
train_word_level/M/745.jpg,M
train_word_level/A/333.jpg,A
train_word_level/PLACE/THIS PLACE (2).jpg,PLACE
train_word_level/D/314.jpg,D
train_word_level/C/1127.jpg,C
train_word_level/F/593.jpg,F
train_word_level/O/60.jpg,O
train_word_level/9/416.jpg,9
train_word_level/I/621.jpg,I
train_word_level/T/680.jpg,T
train_word_level/3/109.jpg,3
train_word_level/K/12.jpg,K
train_word_level/5/596.jpg,5
train_word_level/B/353.jpg,B
train_word_level/F/738.jpg,F
train_word_level/C/270.jpg,C
train_word_level/E/302.jpg,E
train_word_level/H/213.jpg,H
train_word_level/M/400.jpg,M
train_word_level/S/748.jpg,S
train_word_level/U/126.jpg,U
train_word_level/HURT/HURT (6).jpg,HURT
train_word_level/R/193.jpg,R
train_word_level/J/4.jpg,J
train_word_level/3/50.jpg,3
train_word_level/J/621.jpg,J
train_word_level/I/808.jpg,I
train_word_level/F/1187.jpg,F
train_word_level/V/1151.jpg,V
train_word_level/E/290.jpg,E
train_word_level/9/372.jpg,9
train_word_level/X/759.jpg,X
train_word_level/R/560.jpg,R
train_word_level/5/643.jpg,5
train_word_level/E/201.jpg,E
train_word_level/8/453.jpg,8
train_word_level/D/449.jpg,D
train_word_level/D/548.jpg,D
train_word_level/I/911.jpg,I
train_word_level/Z/821.jpg,Z
train_word_level/Y/1146.jpg,Y
train_word_level/P/695.jpg,P
train_word_level/V/077.jpg,V
train_word_level/I/159 copy.jpg,I
train_word_level/C/950.jpg,C
train_word_level/5/1091.jpg,5
train_word_level/YOU/YOU-2 (2).jpg,YOU
train_word_level/1/1040.jpg,1
train_word_level/L/725.jpg,L
train_word_level/J/1111.jpg,J
train_word_level/W/539.jpg,W
train_word_level/G/920.jpg,G
train_word_level/S/830.jpg,S
train_word_level/N/1064.jpg,N
train_word_level/D/655.jpg,D
train_word_level/7/134.jpg,7
train_word_level/9/794.jpg,9
train_word_level/Q/459.jpg,Q
train_word_level/4/748.jpg,4
train_word_level/6/783.jpg,6
train_word_level/G/627.jpg,G
train_word_level/G/914.jpg,G
train_word_level/B/111.jpg,B
train_word_level/R/402.jpg,R
train_word_level/8/458.jpg,8
train_word_level/Y/181.jpg,Y
train_word_level/C/388.jpg,C
train_word_level/R/851.jpg,R
train_word_level/F/775.jpg,F
train_word_level/X/788.jpg,X
train_word_level/E/1147.jpg,E
train_word_level/7/335.jpg,7
train_word_level/3/191.jpg,3
train_word_level/M/281.jpg,M
train_word_level/Z/838.jpg,Z
train_word_level/M/1038.jpg,M
train_word_level/G/725.jpg,G
train_word_level/L/228.jpg,L
train_word_level/I/744.jpg,I
train_word_level/Z/528.jpg,Z
train_word_level/4/997.jpg,4
train_word_level/B/805.jpg,B
train_word_level/J/392.jpg,J
train_word_level/7/173.jpg,7
train_word_level/FEVER/FEVER (7).jpg,FEVER
train_word_level/X/837.jpg,X
train_word_level/1/1115.jpg,1
train_word_level/C/15.jpg,C
train_word_level/FEVER/FEVER (5).jpg,FEVER
train_word_level/F/191.jpg,F
train_word_level/H/569.jpg,H
train_word_level/W/314.jpg,W
train_word_level/Q/55.jpg,Q
train_word_level/N/836.jpg,N
train_word_level/T/317.jpg,T
train_word_level/H/658.jpg,H
train_word_level/H/439.jpg,H
train_word_level/N/106.jpg,N
train_word_level/S/1148.jpg,S
train_word_level/P/1002.jpg,P
train_word_level/7/931.jpg,7
train_word_level/Y/528.jpg,Y
train_word_level/C/180.jpg,C
train_word_level/2/926.jpg,2
train_word_level/R/928.jpg,R
train_word_level/4/691.jpg,4
train_word_level/9/509.jpg,9
train_word_level/S/469.jpg,S
train_word_level/H/1025.jpg,H
train_word_level/1/231.jpg,1
train_word_level/E/497.jpg,E
train_word_level/B/943.jpg,B
train_word_level/2/739.jpg,2
train_word_level/L/556.jpg,L
train_word_level/SOFTLY/SOFTLY (5).jpg,SOFTLY
train_word_level/Q/1098.jpg,Q
train_word_level/B/667.jpg,B
train_word_level/D/44.jpg,D
train_word_level/J/445.jpg,J
train_word_level/A/454.jpg,A
train_word_level/M/2.jpg,M
train_word_level/F/237.jpg,F
train_word_level/E/229.jpg,E
train_word_level/6/157.jpg,6
train_word_level/E/938.jpg,E
train_word_level/D/847.jpg,D
train_word_level/G/608.jpg,G
train_word_level/T/9.jpg,T
train_word_level/W/1188.jpg,W
train_word_level/1/998.jpg,1
train_word_level/1/536.jpg,1
train_word_level/A/327.jpg,A
train_word_level/A/1134.jpg,A
train_word_level/8/161.jpg,8
train_word_level/T/806.jpg,T
train_word_level/Z/989.jpg,Z
train_word_level/3/741.jpg,3
train_word_level/S/915.jpg,S
train_word_level/7/704.jpg,7
train_word_level/U/170.jpg,U
train_word_level/2/799.jpg,2
train_word_level/1/1197.jpg,1
train_word_level/O/115.jpg,O
train_word_level/H/591.jpg,H
train_word_level/U/626.jpg,U
train_word_level/6/7.jpg,6
train_word_level/9/749.jpg,9
train_word_level/M/388.jpg,M
train_word_level/E/1004.jpg,E
train_word_level/Z/1061.jpg,Z
train_word_level/M/813.jpg,M
train_word_level/1/330.jpg,1
train_word_level/V/906.jpg,V
train_word_level/6/1031.jpg,6
train_word_level/X/403.jpg,X
train_word_level/8/45.jpg,8
train_word_level/A/265.jpg,A
train_word_level/V/95.jpg,V
train_word_level/T/332.jpg,T
train_word_level/4/546.jpg,4
train_word_level/9/673.jpg,9
train_word_level/2/575.jpg,2
train_word_level/4/238.jpg,4
train_word_level/4/457.jpg,4
train_word_level/I/355.jpg,I
train_word_level/B/769.jpg,B
train_word_level/B/866.jpg,B
train_word_level/6/1048.jpg,6
train_word_level/R/208.jpg,R
train_word_level/G/509.jpg,G
train_word_level/D/857.jpg,D
train_word_level/N/206.jpg,N
train_word_level/L/62.jpg,L
train_word_level/K/579.jpg,K
train_word_level/C/012.jpg,C
train_word_level/U/622.jpg,U
train_word_level/3/1052.jpg,3
train_word_level/I/165.jpg,I
train_word_level/4/138.jpg,4
train_word_level/U/143.jpg,U
train_word_level/Z/371.jpg,Z
train_word_level/R/24.jpg,R
train_word_level/J/295.jpg,J
train_word_level/N/421.jpg,N
train_word_level/S/337.jpg,S
train_word_level/E/858.jpg,E
train_word_level/W/218.jpg,W
train_word_level/F/1018.jpg,F
train_word_level/9/914.jpg,9
train_word_level/4/405.jpg,4
train_word_level/N/991.jpg,N
train_word_level/Z/882.jpg,Z
train_word_level/D/607.jpg,D
train_word_level/A/929.jpg,A
train_word_level/N/101.jpg,N
train_word_level/J/1080.jpg,J
train_word_level/2/270.jpg,2
train_word_level/S/349.jpg,S
train_word_level/E/749.jpg,E
train_word_level/6/542.jpg,6
train_word_level/Z/134.jpg,Z
train_word_level/2/509.jpg,2
train_word_level/W/791.jpg,W
train_word_level/5/285.jpg,5
train_word_level/7/116.jpg,7
train_word_level/O/406.jpg,O
train_word_level/N/125.jpg,N
train_word_level/C/566.jpg,C
train_word_level/X/554.jpg,X
train_word_level/V/1184.jpg,V
train_word_level/1/540.jpg,1
train_word_level/6/361.jpg,6
train_word_level/B/254.jpg,B
train_word_level/Z/398.jpg,Z
train_word_level/D/1016.jpg,D
train_word_level/3/837.jpg,3
train_word_level/C/020.jpg,C
train_word_level/W/2.jpg,W
train_word_level/S/316.jpg,S
train_word_level/C/921.jpg,C
train_word_level/Z/955.jpg,Z
train_word_level/3/922.jpg,3
train_word_level/N/319.jpg,N
train_word_level/H/5.jpg,H
train_word_level/M/1189.jpg,M
train_word_level/Q/163.jpg,Q
train_word_level/D/306.jpg,D
train_word_level/C/6.jpg,C
train_word_level/T/202.jpg,T
train_word_level/ALL/ALL (4).jpg,ALL
train_word_level/E/779.jpg,E
train_word_level/C/405.jpg,C
train_word_level/R/1168.jpg,R
train_word_level/H/159.jpg,H
train_word_level/3/553.jpg,3
train_word_level/T/1156.jpg,T
train_word_level/C/323.jpg,C
train_word_level/7/343.jpg,7
train_word_level/A/137.jpg,A
train_word_level/P/229.jpg,P
train_word_level/L/237.jpg,L
train_word_level/S/610.jpg,S
train_word_level/9/331.jpg,9
train_word_level/C/47.jpg,C
train_word_level/H/827.jpg,H
train_word_level/T/812.jpg,T
train_word_level/W/110.jpg,W
train_word_level/N/1062.jpg,N
train_word_level/B/408.jpg,B
train_word_level/Z/1073.jpg,Z
train_word_level/U/972.jpg,U
train_word_level/J/709.jpg,J
train_word_level/K/916.jpg,K
train_word_level/M/970.jpg,M
train_word_level/Y/52.jpg,Y
train_word_level/R/705.jpg,R
train_word_level/F/397.jpg,F
train_word_level/9/517.jpg,9
train_word_level/4/1080.jpg,4
train_word_level/8/433.jpg,8
train_word_level/Z/834.jpg,Z
train_word_level/E/278.jpg,E
train_word_level/V/536.jpg,V
train_word_level/X/396.jpg,X
train_word_level/WHAT/WHAT-2 (1).jpg,WHAT
train_word_level/3/885.jpg,3
train_word_level/N/789.jpg,N
train_word_level/O/537.jpg,O
train_word_level/9/637.jpg,9
train_word_level/W/922.jpg,W
train_word_level/3/1091.jpg,3
train_word_level/8/766.jpg,8
train_word_level/5/158.jpg,5
train_word_level/2/78.jpg,2
train_word_level/3/341.jpg,3
train_word_level/7/956.jpg,7
train_word_level/I/910.jpg,I
train_word_level/Y/439.jpg,Y
train_word_level/V/811.jpg,V
train_word_level/X/419.jpg,X
train_word_level/C/697.jpg,C
train_word_level/L/334.jpg,L
train_word_level/C/438.jpg,C
train_word_level/K/998.jpg,K
train_word_level/Z/517.jpg,Z
train_word_level/Q/171.jpg,Q
train_word_level/M/1177.jpg,M
train_word_level/3/278.jpg,3
train_word_level/Z/689.jpg,Z
train_word_level/P/479.jpg,P
train_word_level/4/105.jpg,4
train_word_level/S/245.jpg,S
train_word_level/H/1093.jpg,H
train_word_level/W/719.jpg,W
train_word_level/L/1059.jpg,L
train_word_level/K/196.jpg,K
train_word_level/6/141.jpg,6
train_word_level/2/261.jpg,2
train_word_level/2/662.jpg,2
train_word_level/U/849.jpg,U
